Training Data Percentage,Train Time,Test Time
0.01,0.00473141514522,0.00278814275953
0.04,0.0840025416619,0.00430792210682
0.07,0.22442274831,0.00530723873089
0.1,0.514157220641,0.0114903781432
0.13,0.768373638632,0.0118447582427
0.16,0.942506147876,0.0175455175704
0.19,1.0922957413,0.0157559862055
0.22,1.53312519526,0.0168067849154
0.25,1.6371183009,0.021234949425
0.28,1.96415789062,0.0321100108704
0.31,2.02863673324,0.0283556974828
0.34,2.21892932779,0.024408855199
0.37,2.5371644232,0.0289583199628
0.4,2.92998295449,0.0268115875588
0.43,2.89426355583,0.0360610845528
0.46,3.37127715768,0.0409071002214
0.49,3.3650777979,0.03326342113
0.52,3.63500541972,0.0251359514878
0.55,3.65460845759,0.0364225169906
0.58,3.84558477654,0.030790165365
0.61,4.19267346465,0.0224334946688
0.64,4.9020020889,0.020398189241
0.67,5.19341290254,0.0273412183233
0.7,5.23541805216,0.0187451206657
0.73,5.45657450903,0.0168632036439
0.76,6.13824068086,0.02477451905
0.79,6.2548112829,0.0148892535726
0.82,6.32555154591,0.0140218157103
0.85,6.21844377415,0.0125196672161
0.88,6.43037224368,0.00836654398154
0.91,6.75010490356,0.00883235105721
0.94,6.95131240528,0.00484460520238
0.97,7.36828837584,0.00252085905959
