Training Data Percentage,Train Time,Test Time
0.01,0.245679912601,0.182429235057
0.04,0.43415194549,0.181479284809
0.07,0.477521722969,0.200288229149
0.1,0.584019114664,0.159029922375
0.13,1.06013142742,0.184504033583
0.16,1.35278521603,0.168423992349
0.19,1.19370063802,0.12368676607
0.22,1.41461555224,0.156450881506
0.25,1.21253673388,0.117304750667
0.28,1.37581674916,0.129302544701
0.31,2.19386742587,0.134981794385
0.34,1.68453400603,0.110069049464
0.37,5.68093978077,0.0973233547411
0.4,3.09984491903,0.0944061541595
0.43,4.43219774198,0.139161716514
0.46,4.55149195786,0.0900262981741
0.49,7.16025279819,0.0833865197346
0.52,2.65100083288,0.0890678851283
0.55,5.22232679276,0.0743849124992
0.58,5.25310637961,0.0824869937205
0.61,4.7683274458,0.0641865231155
0.64,4.84063368099,0.0595104688473
0.67,2.78582077605,0.0555498745016
0.7,5.20572382048,0.046162504259
0.73,4.78126778512,0.0447516835702
0.76,7.49436588529,0.0441779756875
0.79,5.18711586784,0.0336766882756
0.82,4.8603121789,0.0331995974484
0.85,5.53994516101,0.0254758742958
0.88,7.46091557714,0.0326509253719
0.91,4.12964423059,0.0173519308228
0.94,8.32257510566,0.0105383121918
0.97,8.15372620981,0.00515102939244
