Training Data Percentage,Train Time,Test Time
0.01,0.239077864186,0.0758493309768
0.04,0.240719296402,0.0949435424845
0.07,0.644332492462,0.084772657232
0.1,0.360387991554,0.0670779826614
0.13,0.794326956369,0.0635937739135
0.16,1.11158212908,0.0959361593996
0.19,1.22780892953,0.0603592180123
0.22,1.1394060801,0.0575372240128
0.25,1.28853945326,0.0509993518936
0.28,0.861846415544,0.0654933217884
0.31,1.90924942647,0.0481696003189
0.34,2.19869616332,0.0478176885445
0.37,2.01164200346,0.0715928909558
0.4,2.7570179602,0.0427802018239
0.43,1.4252836275,0.0427001577627
0.46,2.08323947844,0.0356231342157
0.49,2.02121132409,0.035486671426
0.52,3.08739965401,0.0347891949641
0.55,1.78630068781,0.0352952003886
0.58,1.81580697463,0.0289755981939
0.61,2.12432711857,0.0278807223585
0.64,2.43607370825,0.0265517088119
0.67,2.784878936,0.0243379791791
0.7,2.18991705743,0.0264868272861
0.73,2.85317662093,0.0186823548283
0.76,2.90448733365,0.0170395121459
0.79,3.61445454731,0.0159389944383
0.82,3.23581368845,0.0285570417982
0.85,2.65654996689,0.0110400862031
0.88,2.84648571302,0.00929921599163
0.91,3.31487465523,0.00670712829742
0.94,4.68788422032,0.00464749229286
0.97,5.1347522407,0.00278884799627
