Training Data Percentage,Train Time,Test Time
0.01,0.00232656708249,0.0136829507537
0.04,0.0199785749865,0.0376390457095
0.07,0.0330014266874,0.0618303362062
0.1,0.059809488077,0.0786459365481
0.13,0.100291332179,0.100470461628
0.16,0.20783211763,0.145776811762
0.19,0.193515514089,0.15493039693
0.22,0.270827853077,0.174223484435
0.25,0.321341651339,0.181666524441
0.28,0.420871683375,0.271141329606
0.31,0.53901425207,0.21475751586
0.34,0.612889280368,0.243242623787
0.37,0.64873667901,0.236532321935
0.4,0.720237536931,0.247228253931
0.43,0.869544045039,0.247759295162
0.46,1.14500951713,0.267098928118
0.49,1.11348555575,0.251046038378
0.52,1.2863997732,0.277074816164
0.55,1.44279987786,0.277539212773
0.58,1.68907077659,0.30889885463
0.61,1.84998437906,0.264547743995
0.64,2.038283277,0.264337584253
0.67,2.46806665025,0.262112218254
0.7,2.23158757349,0.224267596823
0.73,2.41109819749,0.250606324968
0.76,2.59956388328,0.19943630643
0.79,2.8400807775,0.189659294389
0.82,3.15481191761,0.162387894234
0.85,3.5822440406,0.143828250126
0.88,3.87848041812,0.117166877419
0.91,3.96540403916,0.0923747275156
0.94,4.04259472527,0.0600341051177
0.97,4.39593460788,0.0316780550202
