0,1,2,3
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.995951417004,0.997333333333,1.0
0.997005988024,0.995897435897,0.994903160041,0.98358974359
0.975299300511,0.982367758186,0.976013234078,0.97506234414
0.985685071575,0.959039548023,0.962577962578,0.977178423237
0.972813238771,0.961645666285,0.94233447002,0.954599761051
0.955380577428,0.961069418386,0.94551982851,0.951399894348
0.951179071481,0.957007811376,0.94190386821,0.947740112994
0.942280282959,0.93626666384,0.937161986342,0.930543811756
0.933465608466,0.932138887478,0.934555101246,0.934548679543
0.929093202868,0.930221766833,0.933529440911,0.932164573956
0.940031434185,0.915758529004,0.93171106424,0.934047727618
0.922611195671,0.91436920743,0.913619920132,0.913741131251
0.916487273648,0.907645540303,0.925175983437,0.919175238364
0.9125937883,0.915959822561,0.915045418677,0.916338211382
0.913439949665,0.91276889134,0.915916347382,0.907317128994
0.9149960241,0.901135602166,0.901918320873,0.903771121352
0.909934110434,0.894590920142,0.900542221087,0.891565979626
0.895425125037,0.89277024832,0.897979359568,0.892218204912
0.900047213411,0.890154180565,0.887489037764,0.887150655226
0.894090024537,0.878847736626,0.891862856184,0.885334553333
0.891045281878,0.882805531958,0.879721712375,0.892606620113
0.889344902386,0.872888414669,0.884223755418,0.874922354641
0.894021429556,0.876853413303,0.871885603393,0.876061270249
0.883476255897,0.877699293643,0.872402230847,0.873747119816
0.875355132762,0.87146298208,0.873774439313,0.875784752611
0.883845740128,0.875190611845,0.87267379163,0.869852918844
0.878299498336,0.872575736334,0.878088760139,0.872198839888
0.879438496286,0.864767493652,0.871315933136,0.872462637202
0.874154825733,0.867865171385,0.867574349323,0.873247930403
0.877218116926,0.872732881432,0.867039121314,0.868901846453
